Sample,Temp(BME680),Presure(BME680),H.R.(BME680),R(BME680),CO2(SGP30),TVOC(SGP30),H2(SGP30),Etanol(SGP30),CO2(CCS811),TVOC(CCS811),Res(ohm)(CCS811),CO2(iAQ),TVOC(iAQ),R(iAQ-Core),Aire/Muestra
332,47,100113,11,1203685220,1483,455,13892,18379,1981,714,77400,1520,420,400403,1
333,47,100111,11,1203757743,1466,456,13889,18378,1988,725,77000,1453,402,410958,1
334,47,100113,11,1203706889,1476,443,13892,18392,1981,714,77400,1453,402,410958,1
335,47,100113,11,1203750453,1494,450,13884,18373,1988,725,77000,1488,411,405379,1
336,47,100115,11,1203735898,1482,460,13888,18382,1988,725,77000,1809,500,360598,1
337,47,100113,11,1203743171,1502,463,13881,18374,1997,740,76600,2087,576,329134,1
338,47,100113,11,1203750453,1510,468,13887,18368,1988,725,77000,2573,710,285638,1
339,47,100113,11,1203772348,1469,452,13892,18379,2014,771,76000,2467,681,294143,1
340,47,100113,11,1203721376,1503,458,13885,18371,2004,756,76400,2048,565,333280,1
341,47,100117,11,1203735898,1509,455,13878,18379,1997,740,76600,2126,587,325058,1
342,47,100117,11,1203692435,1557,481,13871,18359,1997,740,76600,2572,710,285638,1
343,47,100115,11,1203743171,1511,478,13879,18368,2004,756,76400,2156,595,322136,1
344,47,100117,11,1203728633,1513,462,13884,18375,1997,740,76600,2015,556,336727,1
345,47,100117,11,1203757743,1508,468,13873,18371,2004,756,76400,1898,524,349796,1
346,47,100115,11,1203670816,1530,467,13868,18368,1994,736,76600,1940,536,344963,1
347,47,100117,11,1203728633,1564,478,13863,18349,2012,767,76000,1843,509,356389,1
348,47,100117,11,1203728633,1555,491,13866,18348,2018,779,75800,2342,646,304663,1
349,47,100119,11,1203706889,1522,491,13867,18347,2018,779,75800,2047,565,333280,1
350,47,100117,11,1203728633,1530,485,13876,18362,2002,750,76400,1430,395,414568,1
351,47,100115,11,1203743171,1504,480,13876,18366,2012,767,76000,1326,367,432227,1
352,47,100117,11,1203670816,1530,470,13869,18366,2012,767,76000,2211,610,316755,1
353,47,100117,11,1203663626,1556,484,13860,18354,2012,767,76000,2090,577,328760,1
354,47,100115,11,1203699658,1549,490,13861,18350,2002,750,76400,1791,495,362729,1
355,47,100117,11,1203706889,1557,480,13864,18358,2018,779,75800,1760,486,366610,1
356,47,100117,11,1203728633,1525,491,13865,18355,2018,779,75800,1500,415,403378,1
357,47,100119,11,1203656445,1554,500,13866,18346,2036,813,75000,1643,454,382279,1
358,47,100117,11,1203714128,1550,485,13861,18357,2027,796,75400,2090,577,328760,1
359,47,100117,11,1203714128,1558,491,13861,18345,2018,779,75800,2054,567,332521,1
360,47,100119,11,1203663626,1552,491,13856,18343,2027,796,75400,2624,724,281658,0
361,47,100117,11,1203728633,1573,502,13858,18343,2027,796,75400,2458,678,294786,0
362,47,100117,11,1204033552,1083,441,14020,18395,2027,796,75400,2248,621,313235,0
363,47,100119,10,1204450390,610,309,14290,18506,1618,262,94800,1100,304,476785,0
364,47,100117,10,1204732337,480,229,14393,18583,1053,99,111600,934,259,515492,0
365,47,100117,10,1204886509,430,191,14435,18640,759,54,120200,1021,283,494543,0
366,47,100117,9,1205061978,400,155,14456,18690,548,22,129600,803,223,551198,0
367,47,100119,9,1205106550,400,130,14462,18739,515,17,131800,626,174,607398,0
368,47,100117,9,1205251123,400,107,14472,18766,472,10,134400,688,191,586510,0
369,47,100117,9,1205205623,400,92,14476,18795,451,7,135800,811,225,548805,0
370,47,100119,9,1205370818,400,79,14479,18811,441,6,136600,485,135,661426,0
371,47,100117,9,1205306115,400,62,14472,18833,434,5,137000,511,142,650847,0
372,47,100117,9,1205352271,400,47,14479,18863,425,3,137600,509,142,651892,0
373,47,100121,9,1205352271,400,36,14479,18871,425,3,137600,509,142,651892,0
374,47,100121,9,1205324541,400,33,14467,18890,421,3,138000,715,198,577784,0
375,47,100119,9,1205343016,400,29,14462,18885,421,3,138000,737,204,570950,0
376,47,100121,9,1205389414,400,21,14471,18901,416,2,138200,450,125,703125,0
377,47,100121,9,1205352271,400,12,14469,18908,434,5,137000,584,162,622641,0
378,47,100119,9,1205389414,400,18,14452,18899,416,2,138200,648,180,600000,0
379,47,100119,9,1205352271,400,5,14462,18915,425,3,137600,732,203,572647,0
380,47,100121,9,1205370818,400,0,14471,18935,425,3,137600,740,205,570105,0
381,47,100121,9,1205464287,400,0,14460,18933,425,3,137600,732,203,572647,0
382,47,100119,9,1205408058,409,7,14448,18926,425,3,137600,450,125,744104,0
383,47,100121,9,1205454884,402,0,14463,18940,425,3,137600,450,125,746715,0
384,47,100121,9,1205370818,400,0,14452,18942,428,4,137400,450,125,684578,0
385,47,100119,9,1205398730,405,0,14450,18945,434,5,137000,450,125,786356,0
386,47,100121,9,1205352271,401,0,14447,18948,444,6,136400,479,133,666821,0
387,47,100121,9,1205370818,400,0,14448,18948,444,6,136400,852,236,539393,0
388,47,100119,9,1205408058,409,0,14448,18951,434,5,137000,777,216,560937,0
389,47,100119,9,1205408058,404,1,14445,18954,441,6,136600,791,219,556846,0
390,47,100121,9,1205343016,411,3,14437,18946,434,5,137000,991,274,503457,0
391,47,100119,9,1205408058,406,6,14438,18939,441,6,136600,639,178,605535,0
392,47,100119,9,1205370818,413,12,14446,18940,441,6,136600,928,257,519117,0
393,47,100121,9,1205464287,403,0,14446,18958,444,6,136400,617,171,613043,0
394,47,100121,9,1205454884,419,8,14435,18953,444,6,136400,450,125,742805,0
395,47,100119,9,1205426752,416,8,14444,18945,461,9,135000,450,125,721276,0
396,47,100119,9,1205473701,411,9,14443,18949,451,7,135800,741,206,572647,0
397,47,100121,9,1205445495,414,10,14445,18950,444,6,136400,782,217,560115,0
398,47,100119,9,1205473701,408,6,14440,18949,446,7,136000,804,223,553608,0
399,47,100119,9,1205398730,414,11,14443,18956,446,7,136000,595,165,621670,0
400,47,100121,9,1205370818,408,0,14446,18964,446,7,136000,686,190,590060,0
401,47,100119,9,1205361539,416,3,14443,18956,446,7,136000,640,178,605535,0
402,47,100119,9,1205380110,413,6,14442,18957,444,6,136400,809,224,552000,0
403,47,100121,9,1205445495,421,4,14434,18945,446,7,136000,646,179,603680,0
404,47,100121,9,1205436117,404,0,14442,18967,461,9,135000,488,136,663576,0
405,47,100119,9,1205445495,421,0,14438,18959,464,9,134800,450,125,764062,0
406,47,100119,9,1205398730,412,1,14433,18961,451,7,135800,450,125,711500,0
407,47,100121,9,1205380110,422,9,14433,18954,451,7,135800,544,151,641559,0
408,47,100119,9,1205370818,414,7,14437,18966,451,7,135800,510,142,655045,0
409,47,100119,9,1205454884,405,0,14446,18972,451,7,135800,696,193,587394,0
410,47,100117,9,1205445495,413,6,14439,18967,451,7,135800,450,125,741509,0
411,47,100119,9,1205445495,421,5,14440,18958,455,8,135400,629,175,610210,0
412,48,100119,9,1205445495,411,3,14429,18958,451,7,135800,629,175,610210,0
413,48,100119,9,1205333773,417,12,14435,18960,455,8,135400,462,129,675604,0
414,48,100123,9,1205370818,420,7,14431,18955,472,10,134400,560,156,635485,0
415,48,100123,9,1205389414,411,0,14440,18971,464,9,134800,643,179,605535,0
416,48,100121,9,1205370818,422,5,14434,18969,455,8,135400,798,221,556034,0
417,48,100121,9,1205352271,434,9,14423,18958,455,8,135400,913,253,524259,0
418,48,100123,9,1205333773,421,8,14433,18972,455,8,135400,1010,280,500000,0
419,48,100121,9,1205361539,426,3,14429,18967,455,8,135400,837,232,544852,0
420,48,100121,9,1205398730,426,9,14427,18962,455,8,135400,454,127,678947,1
421,48,100121,9,1205324541,422,6,14429,18962,455,8,135400,645,179,604606,1
422,48,100123,9,1205408058,422,0,14432,18970,461,9,135000,605,168,618773,1
423,48,100121,9,1205361539,478,11,14382,18958,455,8,135400,653,181,601835,1
424,48,100121,9,1204982464,942,87,14058,18829,1356,145,105000,1052,291,490510,1
425,48,100121,9,1204639816,1308,161,13939,18735,1783,431,85800,1624,449,387401,1
426,48,100123,9,1204491115,1456,205,13893,18663,1937,643,79000,1865,515,355971,1
427,48,100123,10,1204305823,1489,242,13869,18599,1994,736,76600,2017,557,338663,1
428,48,100121,10,1204226861,1463,299,13879,18549,1994,736,76600,2269,626,313235,1
429,48,100121,10,1204203358,1438,338,13894,18528,1985,720,77000,2110,583,328760,1
430,48,100119,10,1204211183,1391,353,13908,18504,1970,694,77600,2202,608,319610,1
431,48,100123,10,1204195542,1364,370,13910,18491,1954,670,78200,2262,624,313935,1
432,48,100121,10,1204172151,1352,398,13913,18467,1948,659,78600,2882,795,265033,1
433,48,100121,10,1204164373,1352,393,13913,18463,1962,683,78000,2247,620,315340,1
434,48,100123,10,1204156604,1338,408,13919,18460,1937,643,79000,2539,701,290007,1
435,48,100121,10,1204148844,1362,423,13917,18443,1954,670,78200,2623,724,283486,1
436,48,100121,10,1204110184,1337,418,13917,18444,1954,670,78200,2266,625,313584,1
437,48,100121,10,1204102480,1366,422,13911,18438,1954,670,78200,2243,619,315693,1
438,48,100123,10,1204133352,1397,446,13900,18416,1962,683,78000,2269,626,313235,1
439,48,100121,10,1204117897,1370,450,13910,18420,1962,683,78000,2360,651,305000,1
440,48,100121,10,1204164373,1385,449,13913,18425,1962,683,78000,1886,521,353483,1
441,48,100121,10,1204148844,1387,457,13905,18429,1970,694,77600,2132,589,326532,1
442,48,100123,10,1204056446,1401,469,13905,18420,1985,720,77000,2262,624,313935,1
443,48,100121,10,1204117897,1403,468,13906,18405,1985,720,77000,2285,631,311842,1
444,48,100121,10,1204133352,1389,471,13899,18410,1978,709,77400,2150,594,324690,1
445,48,100119,10,1204117897,1401,462,13900,18414,1985,720,77000,2345,647,306352,1
446,48,100121,10,1204179939,1418,471,13896,18419,1985,720,77000,1738,480,371877,1
447,48,100121,10,1204064095,1414,466,13883,18404,1994,736,76600,1591,440,392144,1
448,48,100121,10,1204041174,1432,480,13882,18398,1994,736,76600,2372,655,303991,1
449,48,100119,10,1204087099,1396,477,13901,18404,1994,736,76600,3036,837,255178,1
450,48,100121,10,1204048805,1429,473,13885,18404,1994,736,76600,2639,728,282266,1
451,48,100121,10,1204141093,1433,484,13883,18398,2002,750,76400,2639,728,282266,1
452,48,100121,10,1204041174,1441,489,13883,18391,2012,767,76000,2508,692,292543,1
453,48,100119,10,1204048805,1408,473,13889,18392,1994,736,76600,2285,631,311842,1
454,48,100121,10,1204102480,1440,486,13886,18394,2002,750,76400,2372,655,303991,1
455,48,100121,10,1204117897,1451,490,13886,18389,2012,767,76000,2422,668,299670,1
456,48,100119,10,1204125620,1457,489,13878,18389,2012,767,76000,2360,651,305000,1
457,48,100125,10,1204102480,1484,511,13879,18382,2012,767,76000,2599,717,285329,1
458,48,100125,10,1204087099,1447,504,13879,18385,2012,767,76000,2583,713,286567,1
459,48,100123,10,1204125620,1441,493,13879,18381,2012,767,76000,2570,709,287500,1
460,48,100123,10,1204087099,1445,494,13885,18388,2018,779,75800,1882,520,353896,1
461,48,100125,10,1204079422,1460,480,13874,18395,2027,796,75400,2098,579,329882,1
462,48,100123,10,1204071754,1485,495,13881,18386,2027,796,75400,1987,549,341793,1
463,48,100123,10,1204141093,1462,501,13874,18379,2027,796,75400,1751,484,370110,1
464,48,100125,10,1204079422,1485,509,13868,18373,2018,779,75800,2291,632,311148,1
465,48,100125,10,1204071754,1465,507,13873,18371,2018,779,75800,1667,461,381358,1
466,48,100123,10,1204102480,1439,506,13876,18375,2027,796,75400,1568,433,395515,1
467,48,100123,10,1204041174,1458,500,13874,18377,2027,796,75400,1697,469,377253,1
468,48,100125,10,1204064095,1460,513,13868,18374,2027,796,75400,2299,635,310457,1
469,48,100125,10,1204094784,1498,509,13868,18376,2027,796,75400,2550,704,289063,1
470,48,100123,10,1204087099,1470,501,13868,18376,2036,813,75000,2460,679,296402,1
471,48,100123,10,1204094784,1468,513,13866,18370,2054,831,74800,3585,989,225229,1
472,48,100125,10,1204117897,1462,501,13870,18380,2027,796,75400,2538,700,290007,1
473,48,100123,10,1204048805,1472,511,13869,18377,2036,813,75000,3576,986,225688,1
474,48,100123,10,1204056446,1492,517,13864,18369,2036,813,75000,3070,847,253051,1
475,48,100121,10,1204110184,1492,521,13865,18372,2036,813,75000,2814,776,269569,1
476,48,100123,10,1204087099,1470,526,13865,18365,2036,813,75000,2425,669,299341,1
477,48,100123,10,1204048805,1425,496,13881,18383,2027,796,75400,2460,679,296402,1
478,48,100123,10,1203995575,1454,502,13872,18376,2027,796,75400,2732,754,275380,1
479,48,100121,10,1204048805,1475,511,13864,18386,2054,831,74800,2475,683,295108,1
480,48,100123,10,1204094784,1486,503,13860,18363,2064,849,74400,3256,898,242241,0
481,48,100123,10,1204110184,1494,516,13861,18366,2054,831,74800,2752,759,273913,0
482,48,100121,10,1204164373,1452,509,13880,18372,2054,831,74800,2306,636,309767,0
483,48,100125,10,1204434170,777,421,14148,18450,1741,381,88000,2116,584,328015,0
484,48,100123,10,1204921247,542,302,14329,18547,1316,139,105800,1525,421,401886,0
485,48,100123,10,1205251123,440,232,14407,18614,865,70,116600,1347,372,431125,0
486,48,100123,9,1205389414,400,185,14452,18682,675,41,123400,1033,286,494543,0
487,48,100121,9,1205511484,400,160,14469,18732,570,25,128200,998,276,502763,0
488,48,100123,9,1205597230,400,131,14483,18767,515,17,131800,817,227,550399,0
489,48,100123,9,1205703435,400,110,14486,18803,476,11,134000,1016,281,498627,0
490,48,100123,9,1205821094,400,97,14483,18828,441,6,136600,867,240,536312,0
491,48,100121,8,1205840890,400,70,14485,18859,428,4,137400,526,146,648764,0
492,48,100121,8,1205840890,400,63,14480,18871,416,2,138200,526,146,648764,0
493,48,100123,8,1205860739,400,50,14479,18887,411,1,138600,503,140,658223,0
494,48,100123,8,1205900599,400,57,14469,18896,409,1,139000,591,164,623614,0
495,48,100121,8,1205940676,400,36,14481,18911,409,1,139000,944,261,516214,0
496,48,100121,8,1205870684,400,28,14475,18925,406,0,139200,736,204,574351,0
497,48,100123,8,1205920610,400,37,14467,18916,406,0,139200,652,181,601835,0
498,48,100123,8,1205870684,400,14,14480,18951,406,0,139200,655,182,600916,0
499,48,100123,8,1205910598,400,11,14472,18957,421,3,138000,847,235,541722,0
500,48,100121,8,1205910598,400,7,14467,18960,409,1,139000,706,196,583870,0
501,48,100121,8,1205950729,400,11,14462,18949,406,0,139200,794,220,556846,0
502,48,100127,8,1205930636,400,0,14465,18965,409,1,139000,972,269,509066,0
503,48,100125,8,1205880642,400,2,14459,18969,409,1,139000,920,255,522045,0
504,48,100125,8,1205920610,400,4,14453,18972,409,1,139000,836,232,544852,0
505,48,100125,8,1205950729,400,1,14457,18965,411,1,138600,625,174,611152,0
506,48,100123,8,1205950729,400,8,14443,18957,411,1,138600,481,134,666821,0
507,48,100125,8,1205910598,400,0,14444,18975,411,1,138600,456,127,677830,0
508,48,100125,8,1205950729,400,0,14460,18992,425,3,137600,747,207,570950,0
509,48,100125,8,1205960796,400,0,14458,18992,428,4,137400,655,182,600916,0
510,48,100123,8,1205920610,400,0,14450,18987,416,2,138200,538,150,643604,0
511,48,100127,8,1205950729,400,6,14444,18978,421,3,138000,679,189,592744,0
512,48,100125,8,1205900599,400,8,14446,18976,411,1,138600,562,156,634482,0
513,48,100125,8,1205980972,400,0,14449,18981,420,3,138000,886,246,530986,0
514,48,100125,8,1205930636,400,0,14450,18993,415,2,138200,1041,288,492520,0
515,48,100123,8,1205950729,400,2,14445,18990,420,3,138000,703,195,584748,0
516,48,100127,8,1205930636,400,0,14450,18992,420,3,138000,556,155,636491,0
517,48,100125,8,1205910598,400,8,14443,18976,439,5,136600,520,145,650847,0
518,48,100125,8,1205930636,400,5,14440,18988,433,5,137000,450,125,748026,0
519,48,100125,8,1205890613,400,0,14450,19003,427,4,137400,450,125,737644,0
520,48,100123,8,1205930636,400,5,14438,18984,420,3,138000,450,125,755973,0
521,48,100125,8,1205890613,400,12,14448,18990,424,3,137600,450,125,826550,0
522,48,100125,8,1205950729,400,4,14448,19001,424,3,137600,450,125,817322,0
523,48,100125,8,1205930636,404,7,14440,18982,427,4,137400,651,181,603680,0
524,48,100123,8,1205930636,400,3,14437,18992,424,3,137600,737,204,575206,0
525,48,100123,8,1205970877,400,0,14444,18990,427,4,137400,589,164,625568,0
526,48,100125,8,1206021488,400,4,14440,18987,424,3,137600,1043,289,493193,0
527,48,100125,8,1205840890,400,0,14450,18999,443,6,136400,450,125,693750,0
528,48,100125,8,1205900599,400,2,14438,18996,433,5,137000,646,179,605535,0
529,48,100123,8,1205870684,405,7,14430,18980,433,5,137000,450,125,698411,0
530,48,100123,8,1205930636,400,6,14436,18993,427,4,137400,548,152,641559,0
531,48,100125,8,1205900599,400,2,14439,18988,433,5,137000,548,152,641559,0
532,48,100125,8,1205910598,400,2,14438,19002,427,4,137400,450,125,764062,0
533,48,100125,8,1205840890,400,1,14439,18999,439,5,136600,736,204,576063,0
534,48,100123,8,1205870684,402,8,14437,18997,433,5,137000,687,191,591847,0
535,48,100123,8,1205890613,400,0,14440,19003,433,5,137000,794,220,558477,0
536,48,100123,8,1205950729,400,3,14437,18992,433,5,137000,958,265,514054,0
537,48,100125,8,1205920610,401,2,14436,18992,450,7,135800,450,125,683446,0
538,48,100125,8,1205980972,400,6,14437,18999,433,5,137000,450,125,713924,0
539,48,100123,8,1205870684,406,6,14430,18998,439,5,136600,450,125,750659,0
540,48,100123,8,1205950729,410,4,14424,18990,439,5,136600,678,188,595449,1
541,48,100123,8,1205910598,407,10,14427,18992,439,5,136600,450,125,696074,1
542,48,100125,8,1205821094,400,2,14432,18998,439,5,136600,450,125,837540,1
543,48,100125,8,1205762027,424,14,14417,18985,427,4,137400,542,151,645660,1
544,48,100125,9,1205417399,752,57,14159,18910,945,83,114000,767,213,567581,1
545,48,100123,9,1205124459,1057,128,14004,18799,1644,285,93200,1102,305,481294,1
546,48,100123,9,1204903856,1243,181,13942,18725,1825,481,83800,2243,619,317110,1
547,48,100123,9,1204749295,1291,215,13928,18676,1908,596,80200,1826,504,362301,1
548,48,100123,10,1204698546,1323,256,13915,18614,1935,641,79000,2326,642,309424,1
549,48,100125,10,1204639816,1292,298,13926,18573,1946,657,78600,1980,547,344167,1
550,48,100123,10,1204639816,1288,328,13934,18550,1953,667,78200,1438,398,417698,1
551,48,100123,10,1204623130,1290,359,13929,18532,1946,657,78600,1321,365,437799,1
552,48,100123,10,1204598178,1270,371,13938,18525,1935,641,79000,1913,528,351838,1
553,48,100123,10,1204614803,1272,390,13930,18502,1953,667,78200,1686,466,380440,1
554,48,100125,10,1204606485,1310,404,13924,18493,1953,667,78200,1232,341,454576,1
555,48,100123,10,1204573319,1307,422,13928,18483,1968,692,77600,1300,360,441763,1
556,48,100123,10,1204581595,1318,437,13927,18477,1968,692,77600,1241,343,452796,1
557,48,100123,10,1204482950,1296,424,13931,18472,1968,692,77600,1744,482,372765,1
558,48,100123,10,1204565053,1336,448,13912,18453,1968,692,77600,2077,573,333661,1
559,48,100125,10,1204532090,1315,443,13920,18456,1977,707,77400,1973,545,344963,1
560,48,100125,10,1204532090,1343,460,13918,18447,1977,707,77400,2524,697,292543,1
561,48,100123,10,1204499290,1326,455,13916,18452,1983,718,77000,2660,734,281962,1
562,48,100123,10,1204491115,1356,464,13903,18447,1993,734,76600,2603,718,286257,1
563,48,100123,10,1204573319,1373,477,13900,18432,1993,734,76600,2154,595,325793,1
564,48,100127,10,1204482950,1354,468,13901,18433,2001,748,76400,2825,779,270143,1
565,48,100127,10,1204450390,1376,483,13900,18431,2017,776,75800,2508,692,293822,1
566,48,100127,10,1204426075,1386,503,13892,18416,2010,765,76000,1913,528,351838,1
567,48,100125,10,1204458515,1360,497,13898,18414,2010,765,76000,2368,654,305675,1
568,48,100125,10,1204417990,1373,504,13890,18414,2007,760,76000,2360,651,306352,1
569,48,100125,10,1204434170,1363,488,13899,18423,2014,771,75800,2228,615,318535,1
570,48,100127,10,1204442275,1407,503,13894,18417,2007,760,76000,2228,615,339832,1
571,48,100127,10,1204466650,1395,518,13885,18407,2014,771,75800,2020,558,339832,1
572,48,100125,10,1204417990,1376,492,13896,18412,2007,760,76000,2430,671,300329,1
573,48,100125,10,1204466650,1414,504,13883,18400,2014,771,75800,2063,570,335189,1
574,48,100125,10,1204417990,1429,505,13875,18399,2023,789,75400,1795,496,366176,1
575,48,100127,10,1204401849,1405,508,13885,18412,2033,806,75000,1885,521,355139,1
576,48,100127,10,1204417990,1408,521,13884,18404,2014,771,75800,2725,752,277155,1
577,48,100125,10,1204466650,1401,511,13886,18403,2023,789,75400,2998,827,258682,1
578,48,100125,10,1204442275,1410,508,13882,18403,2023,789,75400,3055,843,255178,1
579,48,100125,10,1204442275,1406,506,13876,18408,2023,789,75400,2620,723,285021,1
580,48,100127,10,1204417990,1415,536,13879,18398,2033,806,75000,2266,625,314988,1
581,48,100125,10,1204417990,1434,526,13872,18391,2048,823,74800,2554,705,290007,1
582,48,100125,10,1204434170,1410,511,13881,18405,2033,806,75000,2333,644,308737,1
583,48,100125,10,1204434170,1434,539,13873,18385,2048,823,74800,2433,671,300000,1
584,48,100123,10,1204491115,1420,524,13875,18386,2048,823,74800,2295,633,312189,1
585,48,100127,10,1204385747,1412,520,13875,18391,2048,823,74800,2250,621,316400,1
586,48,100125,10,1204385747,1457,531,13872,18387,2048,823,74800,2337,645,308395,1
587,48,100125,10,1204401849,1428,529,13875,18391,2048,823,74800,2367,653,305675,1
588,48,100125,10,1204377711,1435,534,13877,18386,2048,823,74800,2080,574,333280,1
589,48,100127,10,1204377711,1429,526,13870,18393,2048,823,74800,2394,661,303321,1
590,48,100125,10,1204329699,1454,537,13864,18385,2060,840,74400,2298,634,311842,1
591,48,100125,10,1204458515,1446,546,13873,18376,2060,840,74400,2073,572,334042,1
592,48,100125,10,1204361668,1428,535,13873,18382,2060,840,74400,2460,679,297704,1
593,48,100123,10,1204337676,1437,540,13877,18390,2066,854,74000,2491,687,295108,1
594,48,100127,10,1204377711,1455,530,13857,18386,2060,840,74400,2507,692,293822,1
595,48,100125,10,1204377711,1463,546,13865,18384,2060,840,74400,2971,820,260320,1
596,48,100125,10,1204377711,1472,551,13852,18380,2060,840,74400,2659,734,281962,1
597,48,100125,10,1204369685,1457,536,13865,18383,2060,840,74400,2531,698,291906,1
598,48,100123,10,1204401849,1444,529,13866,18384,2060,840,74400,2036,562,337887,1
599,48,100125,10,1204329699,1466,543,13857,18369,2060,840,74400,1933,534,349390,1
600,48,100125,10,1204401849,1456,542,13861,18381,2060,840,74400,2329,643,309080,0
601,48,100125,10,1204361668,1484,542,13857,18382,2048,823,74800,2827,780,269856,0
602,48,100123,10,1204377711,1475,542,13852,18381,2086,891,73400,2410,665,301986,0
603,48,100127,10,1204783340,847,483,14085,18437,1779,427,85800,2507,692,293822,0
604,48,100125,10,1205315322,519,329,14335,18556,1277,133,106400,1884,520,355139,0
605,48,100125,9,1205616425,412,246,14414,18632,825,64,117600,1666,460,383203,0
606,48,100125,9,1205791501,400,200,14451,18696,646,37,124400,1327,367,436676,0
607,48,100125,9,1205950729,400,181,14466,18730,551,23,129200,831,230,548805,0
608,48,100123,9,1206021488,400,150,14476,18771,496,14,132400,907,251,527980,0
609,48,100123,8,1206185797,400,130,14481,18802,461,9,134800,1314,363,438926,0
610,48,100125,8,1206144379,400,114,14480,18837,441,6,136400,1314,363,438926,0
611,48,100125,8,1206185797,400,88,14492,18856,425,3,137400,1336,369,435000,0
612,48,100125,8,1206175421,400,80,14479,18878,417,2,138000,856,237,541722,0
613,48,100125,8,1206185797,400,64,14484,18900,413,1,138200,811,225,554415,0
614,48,100123,8,1206258832,400,59,14470,18907,400,0,139600,455,127,681190,0
615,48,100123,8,1206217011,400,54,14476,18920,400,0,139600,450,125,720042,0
616,48,100123,8,1206217011,400,43,14476,18939,400,0,140000,450,125,757311,0
617,48,100125,8,1206300886,400,36,14467,18942,400,0,140000,687,191,593644,0
618,48,100125,8,1206353785,400,28,14470,18952,400,0,140000,714,198,584748,0
619,48,100125,8,1206258832,400,27,14470,18955,400,0,140000,1101,305,481944,0
620,48,100123,8,1206290351,400,16,14469,18965,400,0,140200,1264,350,448684,0
621,48,100123,8,1206248355,400,20,14460,18969,420,3,138600,689,191,592744,0
622,48,100129,8,1206269323,400,14,14456,18979,417,2,139000,917,254,525742,0
623,48,100127,8,1206227444,400,11,14459,18985,409,1,139600,749,208,573498,0
624,48,100127,8,1206206592,400,16,14459,18986,409,1,139600,616,171,617812,0
625,48,100127,8,1206113466,400,12,14460,18985,414,2,139200,450,125,691438,0
626,48,100127,8,1206311437,400,3,14465,19003,414,2,139200,614,171,620702,0
627,48,100125,8,1206248355,400,2,14456,18994,414,2,139200,585,163,631488,0
628,48,100125,8,1206258832,400,0,14448,18996,414,2,139200,638,177,612096,0
629,48,100127,8,1206248355,400,1,14454,19003,417,2,139000,764,212,570950,0
630,48,100127,8,1206279830,400,0,14451,19007,424,3,138200,537,149,649804,0
631,48,100127,8,1206322002,400,7,14446,18994,428,4,138000,808,224,557661,0
632,49,100127,8,1206237892,400,0,14454,19011,417,2,139000,569,158,637500,0
633,49,100125,8,1206237892,400,11,14450,19000,417,2,139000,548,152,645660,0
634,49,100127,8,1206185797,400,7,14442,18998,420,3,138600,709,197,588281,0
635,49,100127,8,1206185797,400,1,14442,19010,417,2,139000,668,185,601835,0
636,49,100127,8,1206290351,400,1,14446,19012,417,2,139000,676,188,599085,0
637,49,100127,8,1206322002,400,8,14435,18999,420,3,138600,679,189,598172,0
638,49,100125,8,1206258832,400,0,14444,19009,424,3,138200,687,191,595449,0
639,49,100125,8,1206227444,400,0,14441,19012,424,3,138200,635,176,613043,0
640,49,100127,8,1206165060,400,7,14441,19009,435,5,137600,614,171,620702,0
641,49,100127,8,1206196187,400,2,14443,19007,428,4,138000,535,149,650847,0
642,49,100127,8,1206134061,400,3,14441,19009,424,3,138200,577,160,634482,0
643,49,100125,8,1206154712,400,4,14442,19014,424,3,138200,750,208,575206,0
644,49,100125,8,1206123756,400,6,14443,19015,424,3,138200,794,220,561761,0
645,49,100125,8,1206206592,400,6,14439,19009,428,4,138000,831,230,551198,0
646,49,100125,8,1206175421,400,0,14448,19019,424,3,138200,744,206,576923,0
647,49,100127,8,1206092928,400,3,14433,19013,435,5,137600,808,224,557661,0
648,49,100127,8,1206134061,400,5,14440,19011,428,4,138000,577,160,634482,0
649,49,100125,8,1206258832,400,7,14438,19003,428,4,138000,692,192,593644,0
650,49,100125,8,1206217011,400,2,14445,19022,439,5,137400,692,192,593644,0
651,49,100125,8,1206196187,400,1,14442,19017,439,5,137400,687,191,595449,0
652,49,100127,8,1206134061,400,5,14445,19017,435,5,137600,532,148,651892,0
653,49,100127,8,1206113466,400,2,14433,19009,435,5,137600,663,184,603680,0
654,49,100127,8,1206092928,400,0,14444,19018,435,5,137600,706,196,589169,0
655,49,100125,8,1206227444,400,0,14438,19014,439,5,137400,614,171,620702,0
656,49,100125,8,1206113466,400,5,14442,19026,435,5,137600,563,157,639524,0
657,49,100125,8,1206113466,400,0,14439,19023,439,5,137400,706,196,589169,0
658,49,100127,8,1206113466,400,6,14429,19008,439,5,137400,788,219,563414,0
659,49,100127,8,1206196187,400,3,14435,19010,452,7,136400,450,125,699585,0
660,49,100125,8,1206185797,400,8,14438,19021,448,7,136600,652,181,607398,1
661,49,100125,8,1206082680,400,0,14433,19019,443,6,137000,759,211,572647,1
662,49,100125,8,1206082680,400,4,14434,19013,439,5,137400,865,240,541722,1
663,49,100125,8,1205840890,576,26,14282,18982,923,79,115400,817,227,555223,1
664,49,100125,8,1205684009,886,92,14063,18876,1664,302,92400,1002,277,506250,1
665,49,100125,9,1205315322,1128,156,13974,18791,1834,494,83800,1678,464,383203,1
